Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
BR-PRIV-001,BUSINESS_RULE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,7. Core Business Rules Catalogue,Sensitive contact/location fields are hidden by default unless permitted.,Profiles/map,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
BR-MIN-001,BUSINESS_RULE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,7. Core Business Rules Catalogue,Minor Person records receive stricter default privacy.,Genealogy profiles,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
BR-DEL-001,BUSINESS_RULE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,7. Core Business Rules Catalogue,Deleting a User Account does not automatically erase historical genealogy facts.,Account deletion,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
BR-I18N-001,BUSINESS_RULE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,7. Core Business Rules Catalogue,Cultural/religious terminology is not automatically published from machine translation.,Localization,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall allow registration using a mobile number in supported country format.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall issue a one-time password through the configured OTP provider.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall verify OTP within a configurable expiry period and attempt limit.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall support OTP resend with cooldown and anti-abuse limits.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall create a secure authenticated session after successful verification.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall renew eligible sessions without repeating OTP.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall allow logout from the current device.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall allow logout from all devices.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,The system shall maintain device metadata and push tokens for active sessions.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,"Disabled, suspended, deleted or blocked accounts shall not authenticate.",System/Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,Security-relevant authentication events shall be auditable.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUTH-FR-012,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.1 Authentication and Session Management,Admin authentication shall support stronger privileged-session controls and MFA readiness.,Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",User Account and genealogy Person shall remain separate lifecycle entities.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",An approved member shall view and edit permitted profile fields.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy","The system shall support profile photo upload, crop/compression and secure storage.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy","The profile shall support contact, location, occupation, work, education, achievements, publications and approved descriptive fields.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",The system shall support field-level or grouped visibility settings.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy","The user shall manage language, notification and privacy preferences.",Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",The user shall view active devices/sessions and revoke selected sessions.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",The member profile shall show claim/verification state.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",Governed profile changes shall retain history.,Admin/Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",The system shall support account deactivation/deletion request.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",Account deletion shall de-link/deactivate authentication separately from genealogy retention.,System/Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-012,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,"8.2 User Profile, Preferences and Privacy",Minor Person records shall receive restrictive privacy defaults.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
GEN-FR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.3 Genealogy Person and Family Tree,Every genealogy Person shall receive an immutable unique Person ID.,System/Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
GEN-FR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,8.3 Genealogy Person and Family Tree,"The system shall support living, deceased, child, non-user and historical ancestor Person records.",Admin/Verifier,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
