Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0044,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Former spouse after divorce,Preserve historical union dates/status and relevant child paths; do not present current spouse status.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0045,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Multiple concurrent spouses,Represent evidence-backed unions without moral inference; apply visibility and cultural-rule approval.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0046,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Person has uncertain name or date,"Preserve original text, normalized value, certainty flag and source; do not invent precision.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0047,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Relationship proposal duplicates existing edge,Return existing/pending status idempotently; do not create a second edge.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0048,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Record edited while approval pending,Version the new proposal or require withdrawal; reviewer decision must target immutable submitted version.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0049,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Approved edge later disputed,"Keep prior history, mark disputed according to policy and restrict sensitive calculation/publication if necessary.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0050,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Genealogy Person & Relationships,FR-GEN,Person split after incorrect merge,"Use governed compensating workflow restoring identities, edges, sources, claims and audit; never delete history.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/genealogy/genealogy.service.ts, services/api/src/database/repositories/genealogy-link.repository.ts",services/api/test/genealogy.service.spec.ts,Genealogy DAG & Cycle Guards,"PASS: Throws CYCLE_DETECTED, SELF_LINK_PROHIBITED, DUPLICATE_PARENT_LINK",VERIFIED,None
EC-0051,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Exact duplicate candidate,Suggest merge but require authorized review unless approved deterministic import rule applies.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0052,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Fuzzy name match only,Do not merge; use as low-confidence candidate with privacy-safe comparison.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0053,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,"Same name and birth date, different branches",Require evidence; avoid cross-branch false merge.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0054,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Both duplicates have active claims,Suspend merge until claim ownership and account links are resolved.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0055,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,One record disputed,Block automatic merge and escalate to independent authority.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0056,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Conflicting parents or spouses,Present conflicts explicitly; approver chooses canonical facts or preserves unresolved state.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0057,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Merge requested twice,Return existing merge case/result idempotently.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0058,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Merge partially fails,Rollback transaction or enter recoverable failed state; never leave dangling edges/indexes.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0059,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Search index stale after merge,Authoritative reads use canonical redirect; rebuild index and monitor lag.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0060,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Notification references retired Person ID,Resolve through canonical redirect while preserving historical link.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
